[0.14228156, 0.21451682, 0.13841602, 0.2966722, 0.20811333]
[0.19767769, 0.16433465, 0.08366136, 0.48612866, 0.06819757]
[0.25479886, 0.1442788, 0.043992102, 0.53705704, 0.019873198]
[0.3476753, 0.14405234, 0.033954266, 0.41580477, 0.058513332]
[0.19596542, 0.14811262, 0.034710646, 0.48117697, 0.14003432]
[0.10878133, 0.14747936, 0.034382217, 0.53125316, 0.17810391]
[0.11534096, 0.33328813, 0.033256993, 0.44374, 0.07437392]
[0.044103097, 0.48799568, 0.041840486, 0.38715968, 0.038901076]
[0.015743732, 0.5312306, 0.046091672, 0.39251205, 0.014421953]
[0.042231496, 0.48294756, 0.035198476, 0.42670482, 0.012917715]
[0.08599851, 0.34514597, 0.04185798, 0.5115043, 0.015493284]
[0.13509807, 0.13260394, 0.031042805, 0.6470913, 0.05416374]
[0.080763966, 0.33186197, 0.026054207, 0.4554695, 0.10585033]
[0.11599345, 0.34572765, 0.03489347, 0.42543954, 0.07794587]
[0.09274937, 0.12691572, 0.02149138, 0.6721987, 0.08664477]
[0.09594134, 0.12789245, 0.030368611, 0.62354004, 0.122257605]
[0.05296381, 0.3483905, 0.03513748, 0.42267483, 0.14083335]
[0.013871657, 0.45212895, 0.015183651, 0.43355286, 0.085262865]
[0.037971146, 0.555245, 0.008007784, 0.34558555, 0.053190585]
[0.038067468, 0.5424854, 0.00783274, 0.33870944, 0.07290492]
[0.016978111, 0.3091783, 0.024425432, 0.60771203, 0.041706044]
[0.023127945, 0.14034258, 0.042600375, 0.70099777, 0.09293127]
[0.02105864, 0.12778693, 0.021582615, 0.778866, 0.050705813]
[0.016964264, 0.3052404, 0.017150393, 0.5923627, 0.068282254]
[0.020845124, 0.12394356, 0.020900274, 0.7179272, 0.116383865]
[0.07047324, 0.13826847, 0.013969354, 0.6855917, 0.09169722]
[0.11027993, 0.13120094, 0.02207537, 0.64951944, 0.08692429]
[0.06827481, 0.13306975, 0.031476356, 0.60875505, 0.15842406]
[0.059634786, 0.34961462, 0.043379717, 0.4079083, 0.13946259]
[0.10126608, 0.36847785, 0.028872272, 0.38682836, 0.11455544]
[0.08952027, 0.31901392, 0.010667663, 0.37019262, 0.21060549]
[0.16613849, 0.14162056, 0.023733456, 0.38878968, 0.2797178]
